ID,Cluster
G010023,0
G012723,0
G011796,0
G011220,0
G005690,1
G013322,0
G008335,0
G010808,0
G002453,0
G008272,0
G012970,0
G013486,0
G000574,0
G006089,1
G006400,1
G004177,1
G009295,1
G007776,0
G011786,0
G004751,1
G011702,0
G000069,0
G003147,1
G009363,0
G007067,1
G004665,1
G006394,1
G001596,0
G006226,1
G010472,0
G008222,0
G004202,1
G011389,0
G000246,0
G003814,1
G005859,1
G005750,1
G011203,0
G003117,1
G010741,0
G000674,0
G003144,1
G010207,0
G011068,0
G003617,1
G002207,1
G007996,0
G003308,1
G003099,1
G009964,1
G008022,0
G005265,1
G010141,0
G010240,0
G005063,1
G002037,0
G011338,0
G012084,0
G008487,0
G005959,1
G003997,1
G001428,0
G010469,0
G013469,0
G004960,1
G010791,0
G008085,0
G001414,0
G000115,0
G003326,1
G003317,1
G000231,0
G007160,1
G003486,1
G009941,1
G009463,1
G001521,0
G003939,1
G000215,0
G012246,0
G006701,1
G006596,1
G007388,1
G007069,1
G002183,1
G002958,1
G007436,0
G013499,0
G010509,0
G002639,1
G008392,0
G006021,1
G010591,0
G003861,1
G010088,0
G005847,1
G008385,0
G005350,1
G005958,1
G013508,0
G001499,0
G005988,1
G009071,1
G010288,0
G013248,0
G007211,1
G006622,1
G002056,1
G010921,0
G002059,1
G008479,0
G005712,1
G009563,0
G011526,0
G005164,1
G010863,0
G002799,1
G007229,1
G000484,0
G010793,0
G004046,1
G005157,1
G007582,0
G010084,0
G013026,0
G012587,0
G010004,1
G011147,0
G003657,1
G008160,0
G009054,0
G006152,1
G012620,0
G012933,0
G010649,0
G011558,0
G002928,1
G007728,0
G009232,0
G004116,1
G001415,0
G000500,0
G000669,0
G007912,0
G004258,1
G004107,1
G010365,0
G006134,1
G011861,0
G000304,0
G006979,1
G001704,0
G009971,1
G004765,1
G009393,0
G009456,0
G008640,0
G011036,0
G003426,1
G005408,1
G004851,1
G010568,0
G013330,0
G012367,0
G013069,0
G002610,1
G002999,1
G006884,1
G006867,1
G005716,1
G005666,1
G001069,0
G003185,1
G002471,1
G011058,0
G009390,1
G000554,0
G009170,0
G012320,0
G005197,1
G002975,1
G006144,1
G002679,1
G007839,0
G010204,0
G012452,0
G007443,0
G005307,1
G009424,0
G000421,0
G004992,1
G005538,1
G009979,0
G001497,0
G001048,0
G011087,0
G012038,0
G000857,0
G009365,0
G012801,0
G007500,0
G003985,1
G003026,1
G004025,1
G011851,0
G007035,1
G009547,1
G005708,1
G000821,0
G001644,0
G013352,0
G011806,0
G000108,0
G000368,0
G010539,0
G003786,1
G002421,1
G000730,0
G004149,1
G012660,0
G011900,0
G005268,1
G013063,0
G002389,1
G009453,0
G004098,1
G003593,1
G009559,1
G007635,0
G000511,0
G000701,0
G004338,1
G010623,0
G012644,0
G001278,0
G009855,1
G006038,1
G000040,0
G001892,0
G002583,1
G004356,1
G004768,1
G009949,1
G011114,0
G011108,0
G008858,0
G004090,1
G001304,0
G010643,0
G007052,1
G000347,0
G008407,0
G008094,0
G000475,0
G013498,0
G008601,0
G001651,0
G006424,1
G010789,0
G000323,0
G009225,0
G007158,1
G011604,0
G013273,0
G007780,0
G011946,0
G000972,0
G010813,0
G005141,1
G005398,1
G012571,0
G008631,0
G013000,0
G006207,1
G001202,0
G007135,1
G006464,1
G000037,0
G006825,1
G004326,1
G006159,1
G009407,0
G006960,1
G007865,0
G010563,0
G004195,1
G006951,1
G011671,0
G001289,0
G007793,0
G002401,1
G007062,1
G010504,0
G009368,0
G001747,0
G003515,1
G007863,0
G009035,0
G006026,1
G008371,0
G009431,0
G011367,0
G002508,1
G010899,0
G007513,0
G006483,1
G000211,0
G001951,0
G003949,1
G000652,0
G002207,1
G002616,1
G001397,0
G001311,0
G005050,1
G006828,1
G001671,0
G002321,1
G001953,0
G004082,1
G004232,1
G010357,0
G010155,0
G003342,1
G012525,0
G009675,0
G000485,0
G000386,0
G000899,0
G001733,0
G008092,0
G010552,0
G005362,1
G004100,1
G010262,0
G002895,1
G008331,0
G001251,0
G003352,1
G002436,0
G004510,1
G002925,1
G007837,0
G011258,0
G005614,0
G002304,1
G005036,1
G007572,0
G000583,0
G006108,1
G000719,0
G005392,1
G009902,1
G000763,0
G010834,0
G001871,0
G011987,0
G006595,1
G007792,0
G010736,0
G000739,0
G008230,0
G003289,1
G005838,1
G006873,1
G005071,1
G011937,0
G012165,0
G003406,1
G009141,0
G006591,1
G000751,0
G008256,0
G011485,0
G003860,1
G001840,0
G005381,1
G001276,0
G006850,1
G009645,0
G007418,1
G003106,1
G005007,1
G010164,0
G002265,1
G007485,0
G001600,0
G006490,1
G006195,1
G007208,1
G001370,0
G000741,0
G007437,0
G009751,0
G001189,0
G012815,0
G008303,0
G001571,0
G008979,0
G006387,1
G002528,1
G002128,1
G009605,1
G006914,1
G006188,1
G001982,0
G008659,0
G012023,0
G010445,0
G003478,1
G002058,0
G004270,1
G012253,0
G003387,1
G011161,0
G003729,1
G008293,0
G004885,1
G005922,1
G003681,1
G008834,0
G006082,1
G008100,0
G001711,0
G003888,1
G007869,0
G004148,1
G000563,0
G007714,0
G003695,1
G000641,0
G001670,0
G012760,0
G002408,1
G011979,0
G011840,0
G008485,0
G008594,0
G011710,0
G003456,1
G009487,0
G008147,0
G007408,1
G010237,0
G004666,1
G010987,0
G002849,1
G000181,0
G007002,1
G009464,0
G002219,1
G005129,1
G001956,0
G001058,0
G010856,0
G005059,1
G005497,1
G001400,0
G009536,0
G005072,1
G010200,0
G011731,0
G013356,0
G004401,1
G007908,0
G011233,0
G001211,0
G005993,1
G003572,1
G002239,1
G005726,1
G010246,0
G003852,1
G012461,0
G008635,0
G007108,1
G006356,1
G007035,1
G004527,1
G007825,0
G004817,1
G010827,0
G001435,0
G011159,0
G000093,0
G007862,0
G007252,1
G004903,1
G011086,0
G003194,1
G012687,0
G005668,1
G010035,1
G008050,0
G013523,0
G012326,0
G003590,1
G006312,1
G005763,1
G006956,1
G011721,0
G001085,0
G002778,1
G011611,0
G000429,0
G004563,1
G005563,1
G008705,0
G011968,0
G007413,1
G002699,1
G007683,0
G007736,0
G000409,0
G006887,1
G001609,0
G003781,1
G006537,1
G013593,0
G010679,0
G004418,1
G012348,0
G013024,0
G009397,0
G000950,0
G005565,0
G005599,1
G008597,0
G008542,0
G008109,0
G006401,1
G005981,1
G012144,0
G011424,0
G007181,1
G001692,0
G012669,0
G009354,0
G001422,0
G008811,0
G009962,1
G000820,0
G003571,1
G002907,1
G007563,0
G006416,1
G010697,0
G011881,0
G008048,0
G000410,0
G001286,0
G004383,1
G006747,1
G010906,0
G008808,0
G001092,0
G005913,1
G000074,0
G004074,1
G003705,1
G010704,0
G006129,1
G007950,0
G000292,0
G010632,0
G012175,0
G010888,0
G005225,1
G002090,0
G008723,0
G001802,0
G013099,0
G011284,0
G006249,1
G003822,1
G000319,0
G003692,1
G004606,1
G012943,0
G004951,1
G001826,0
G011598,0
G007360,1
G000145,0
G008577,0
G008720,0
G007076,1
G009530,1
G008757,0
G012563,0
G009934,0
G011263,0
G007601,0
G001831,0
G010273,0
G000086,0
G003064,1
G001220,0
G005609,1
G007860,0
G007111,1
G003821,1
G004755,1
G007493,0
G009422,0
G000595,0
G004448,1
G012399,0
G005014,1
G002969,1
G013278,0
G012694,0
G009792,1
G013396,0
G005459,1
G000062,0
G006714,1
G005573,1
G005021,1
G010192,0
G004689,1
G011317,0
G011808,0
G005465,1
G008061,0
G009998,1
G005460,1
G006441,1
G010882,0
G011783,0
G010969,0
G000959,0
G000473,0
G001514,0
G002291,1
G004316,1
G005439,1
G011099,0
G001480,0
G007841,0
G002321,1
G002900,1
G009004,0
G012865,0
G004786,1
G008665,0
G003112,1
G004047,1
G009813,0
G012664,0
G004437,1
G005126,1
G013363,0
G005858,1
G013211,0
G009625,0
G013596,0
G010851,0
G003207,1
G012089,0
G011390,0
G000128,0
G007378,1
G007747,0
G013256,0
G011809,0
G001265,0
G001627,0
G013290,0
G010860,0
G004739,1
G009298,0
G009613,0
G003551,1
G000276,0
G011431,0
G010019,1
G001273,0
G003752,1
G009372,0
G004128,1
G007641,0
G001898,0
G012824,0
G008481,0
G007259,1
G007096,1
G013111,0
G013114,0
G007568,0
G006648,1
G002827,1
G000716,0
G011314,0
G002974,1
G012864,0
G001119,0
G004131,1
G003222,1
G004451,1
G009566,0
G005665,1
G002317,1
G005364,1
G011195,0
G008118,0
G008036,0
G011180,0
G007451,0
G008969,0
G010066,0
G013191,0
G008184,0
G003170,1
G012330,0
G009930,0
G010119,0
G006178,1
G001865,0
G012099,0
G004049,1
G004631,1
G011200,0
G003510,1
G005325,1
G000734,0
G004129,1
G008371,0
G007540,0
G002458,1
G004790,1
G007616,0
G005515,0
G010982,0
G003430,1
G010695,0
G005906,1
G007624,0
G010391,0
G007206,1
G005911,1
G013210,0
G012102,0
G003388,1
G013538,0
G003372,1
G003852,1
G010384,0
G004119,1
G011822,0
G006183,1
G006736,1
G013019,0
G007045,1
G006168,1
G007464,0
G004247,1
G005932,1
G012845,0
G005130,1
G009565,0
G010867,0
G001794,0
G001693,0
G012030,0
G006905,1
G006347,1
G000494,0
G006246,1
G000158,0
G009151,0
G012504,0
G007972,0
G004375,1
G013379,0
G008359,0
G002288,0
G011819,0
G004661,1
G000966,0
G009248,0
G005835,1
G002253,1
G008300,0
G002579,1
G000439,0
G003653,1
G007653,0
G001615,0
G004360,1
G010280,0
G003947,1
G013220,0
G012350,0
G013457,0
G000468,0
G007946,0
G000757,0
G012831,0
G009444,0
G002689,1
G001091,0
G012058,0
G004709,1
G010079,0
G009187,0
G011651,0
G003785,1
G001375,0
G007220,1
G001863,0
G012295,0
G005258,1
G009911,0
G012796,0
G011709,0
G012398,0
G001879,0
G009584,0
G001492,0
G009060,0
G001120,0
G012442,0
G008232,0
G011358,0
G012899,0
G011065,0
G008679,0
G002187,1
G005397,1
G011865,0
G013145,0
G007878,0
G013098,0
G001433,0
G005606,0
G013333,0
G009717,1
G004460,1
G002175,1
G003911,1
G008193,0
G002103,1
G012753,0
G007898,0
G002657,1
G006177,1
G007489,0
G001935,0
G007204,1
G002953,1
G010608,0
G012784,0
G012688,0
G010929,0
G013425,0
G005829,1
G006436,1
G000759,0
G010070,0
G000830,0
G008956,0
G007507,0
G005949,1
G004044,1
G008840,0
G002448,0
G011185,0
G011565,0
G012198,0
G008240,0
G005693,1
G004349,1
G010411,0
G006671,1
G007310,1
G008526,0
G004292,1
G011749,0
G009970,1
G013372,0
G001460,0
G011700,0
G012224,0
G005152,1
G004603,1
G013477,0
G011690,0
G008254,0
G001984,0
G009825,0
G009533,0
G002674,1
G000135,0
G008813,0
G008764,0
G013383,0
G002930,1
G012921,0
G006533,1
G000800,0
G008122,0
G008261,0
G006024,1
G000428,0
G008970,0
G004485,1
G010497,0
G013511,0
G007885,0
G012768,0
G007394,1
G001256,0
G007114,1
G010595,0
G011266,0
G005279,1
G005550,0
G009346,0
G003132,1
G002319,1
G009330,0
G007151,1
G012909,0
G003038,1
G004412,1
G004950,1
G011347,0
G005909,1
G003754,1
G009922,1
G003945,1
G004119,1
G011153,0
G011901,0
G011620,0
G003480,1
G000382,0
G009872,1
G004415,1
G003448,1
G002789,1
G012067,0
G000001,0
G010932,0
G006758,1
G003061,1
G004099,1
G007920,0
G004747,1
G010476,0
G011150,0
G010378,0
G008224,0
G006428,1
G011449,0
G013164,0
G008169,0
G006153,1
G012069,0
G013139,0
G002019,0
G004029,1
G004773,1
G013242,0
G011265,0
G008032,0
G012137,0
G005806,1
G005372,1
G003091,1
G009405,0
G009821,1
G004246,1
G007661,0
G004780,1
G008987,0
G003324,1
G009297,0
G000217,0
G013455,0
G004743,1
G004070,1
G004788,1
G004123,1
G000867,0
G013110,0
G000044,0
G000018,0
G005262,1
G008693,0
G001884,0
G005823,1
G009514,1
G008369,0
G011935,0
G010138,0
G006957,1
G003845,1
G012085,0
G009376,0
G004103,1
G013236,0
G004085,1
G007856,0
G006088,1
G012576,0
G008773,0
G005744,1
G010299,0
G008399,0
G003306,1
G000260,0
G009863,0
G000444,0
G008765,0
G005869,1
G003579,1
G000533,0
G006445,1
G007088,1
G010646,0
G005863,1
G009214,1
G004861,1
G012163,0
G013116,0
G000431,0
G006632,1
G004906,1
G002329,1
G011380,0
G006606,1
G000578,0
G013283,0
G010576,0
G000685,0
G011891,0
G004697,1
G003964,1
G001699,0
G000762,0
G004831,1
G000797,0
G003680,1
G003462,1
G003644,1
G012140,0
G012455,0
G010691,0
G011927,0
G011716,0
G002547,1
G001942,0
G012258,0
G008725,0
G006718,1
G009776,0
G003725,1
G003069,1
G010426,0
G013496,0
G001655,0
G013289,0
G006292,1
G012071,0
G000592,0
G008452,0
G004005,1
G012853,0
G001042,0
G004619,1
G010893,0
G002518,1
G002222,1
G011760,0
G009379,0
G003903,1
G005415,1
G006662,1
G004126,1
G009293,0
G010605,0
G011539,0
G000961,0
G003777,1
G009310,0
G004097,1
G011240,0
G000884,0
G004654,1
G008405,0
G010522,0
G009460,0
G008687,0
G008084,0
G003878,0
G008929,0
G011157,0
G001836,0
G004829,1
G004820,1
G006974,1
G004984,1
G004677,1
G002451,1
G005788,1
G006735,1
G004639,1
G008455,0
G007744,0
G012375,0
G007112,1
G003956,1
G001161,0
G006019,1
G008726,0
G012567,0
G013250,0
G012479,0
G002155,0
G001459,0
G001207,0
G004505,1
G011292,0
G002743,1
G001072,0
G005169,1
G012717,0
G010866,0
G012356,0
G007896,0
G011511,0
G004399,1
G012754,0
G001148,0
G007243,1
G007982,0
G008250,0
G003290,1
G008365,0
G012234,0
G010505,0
G008194,0
G001887,0
G000624,0
G004094,1
G001340,0
G008171,0
G005147,1
G010047,1
G004343,1
G003081,1
G004557,1
G004032,1
G001502,0
G012134,0
G005741,1
G010877,0
G003679,1
G008544,0
G010550,0
G011073,0
G013298,0
G008167,0
G006500,1
G011034,0
G011744,0
G007349,1
G011271,0
G011845,0
G006260,1
G006492,1
G010844,0
G008283,0
G008026,0
G010775,0
G007339,1
G006132,1
G006331,1
G008721,0
G003039,1
G008349,0
G012599,0
G007436,0
G005529,0
G001473,0
G009067,0
G009039,1
G009442,1
G009150,0
G003547,1
G003403,1
G000850,0
G004985,1
G012458,0
G007406,1
G009104,1
G004353,1
G002211,1
G009836,0
G003527,1
G000579,0
G007475,0
G001512,0
G002118,0
G012814,0
G012408,0
G005675,1
G012615,0
G003425,1
G000415,0
G012643,0
G010482,0
G006326,1
G009662,0
G000427,0
G010364,0
G000622,0
G002095,1
G006384,1
G009073,1
G012056,0
G002381,1
G007727,0
G002341,1
G004641,1
G000266,0
G006248,1
G008872,1
G004702,1
G011124,0
G010727,0
G006283,1
G005953,1
G004025,1
G005764,1
G009968,1
G003543,1
G004076,1
G011559,0
G009958,1
G002089,1
G013246,0
G002143,1
G004744,1
G013099,0
G010373,0
G010503,0
G006210,1
G001083,0
G001672,0
G003602,1
G008747,0
G004036,1
G006299,1
G004707,1
G004065,1
G001504,0
G010511,0
G001972,0
G008223,0
G002609,1
G004216,1
G007170,1
G008432,0
G000317,0
G009454,0
G000695,0
G005951,1
G012721,0
G007020,1
G003773,1
G013239,0
G012927,0
G002967,1
G005490,1
G012483,0
G006139,1
G011909,0
G003095,1
G002883,1
G008243,0
G003269,1
G008607,0
G005484,1
G004329,1
G005779,1
G003245,1
G008914,0
G008973,0
G003101,1
G012430,0
G009333,0
G011902,0
G007177,1
G003564,1
G001464,0
G009799,0
G010139,0
G000377,0
G008427,0
G010861,0
G002217,1
G004404,1
G012447,0
G010142,0
G008332,0
G003648,1
G008271,0
G004016,1
G013042,0
G006154,1
G004465,1
G006840,1
G010099,0
G003232,1
G002393,1
G009513,0
G011085,0
G002485,1
G008496,0
G004867,1
G009215,0
G008324,0
G008218,0
G002047,0
G009030,0
G001255,0
G000953,0
G012460,0
G011234,0
G012191,0
G007196,1
G003167,1
G002933,1
G007991,0
G003410,1
G009704,1
G001719,0
G010837,0
G011078,0
G008402,1
G009705,0
G003756,1
G011571,0
G009388,0
G010275,0
G007473,0
G005240,1
G005461,1
G010006,0
G012521,0
G007342,1
G002565,1
G007927,0
G007599,0
G012170,0
G001537,0
G001057,0
G001147,0
G004502,1
G001938,0
G006426,1
G001032,0
G008292,0
G008489,0
G011993,0
G011403,0
G012151,0
G006707,1
G013412,0
G010712,0
G002544,1
G000097,0
G012879,0
G007294,1
G002475,1
G002685,1
G002523,1
G002628,1
G011673,0
G002240,0
G009896,0
G007604,0
G004685,1
G008031,0
G003028,1
G011994,0
G001043,0
G008043,0
G002390,1
G004715,1
G008948,0
G001593,0
G003616,1
G002392,1
G003083,1
G005121,1
G004756,1
G007287,1
G011953,0
G010907,0
G004547,1
G010337,0
G011177,0
G003034,1
G009691,1
G002902,1
G000004,0
G006504,1
G002459,1
G005503,0
G011679,0
G012878,0
G013276,0
G012103,0
G004154,1
G004503,1
G012495,0
G000440,0
G010270,0
G011820,0
G007273,1
G005332,1
G009826,0
G006897,1
G006434,1
G011717,0
G007961,0
G000089,0
G011947,0
G002577,1
G012944,0
G009130,0
G008678,0
G008823,0
G004660,1
G012524,0
G000275,0
G001282,0
G007230,1
G011312,0
G012209,0
G009319,0
G010255,0
G009286,0
G008450,0
G005707,1
G004368,1
G009953,0
G006849,1
G008949,0
G006301,1
G000416,0
G000417,0
G002251,1
G013156,0
G010194,0
G009714,0
G004163,1
G008758,0
G008451,1
G012752,0
G000711,0
G005864,1
G010091,0
G003529,1
G000408,0
G007913,0
G002529,1
G011757,0
G010977,0
G004514,1
G002894,1
G012746,0
G010766,0
G009725,0
G005923,1
G005610,1
G003823,1
G012720,0
G009342,0
G002889,1
G012863,0
G008680,0
G007146,1
G001524,0
G007800,0
G007043,1
G008899,0
G001111,0
G011730,0
G001407,0
G005769,1
G011010,0
G010532,0
G005272,1
G009658,0
G009719,1
G011457,0
G004392,1
G008417,0
G007757,1
G002560,1
G005747,1
G013172,0
G010496,0
G007342,1
G000634,0
G006180,1
G005613,1
G002169,1
G005652,1
G003853,1
G010123,0
G000132,0
G001487,0
G011499,0
G003709,1
G010820,0
G011231,0
G005921,1
G007587,0
G000775,0
G012109,0
G011803,0
G001632,0
G002334,1
G000219,0
G005390,1
G002541,1
G000470,0
G012919,0
G012823,0
G006073,1
G006238,1
G009441,0
G013051,0
G013140,0
G012161,0
G008490,0
G009851,1
G009408,0
G010551,0
G000599,0
G003185,1
G011441,0
G008367,0
G000564,0
G001906,0
G005602,1
G006791,1
G009648,1
G006557,1
G001577,0
G010996,0
G007317,1
G003722,1
G011612,0
G002765,1
G001689,0
G004130,1
G004591,1
G004476,1
G006555,1
G000080,0
G001695,0
G011218,0
G002373,1
G012279,0
G012559,0
G004112,1
G005000,1
G004882,1
G007895,0
G012792,0
G005016,1
G004811,1
G009051,0
G010318,0
G007440,0
G002092,0
G003214,1
G004794,1
G001905,0
G007925,0
G002838,1
G006952,1
G003219,1
G003574,1
G003133,1
G005774,1
G003521,1
G002499,1
G001852,0
G005891,1
G002031,1
G002589,1
G011382,0
G007272,1
G004843,1
G009023,0
G009702,1
G001146,0
G010858,0
G003354,1
G000170,0
G001759,0
G005509,0
G004169,1
G008205,0
G010235,0
G008873,0
G007429,1
G000853,0
G001495,0
G004803,1
G011072,0
G002465,1
G011616,0
G010191,0
G001806,0
G002289,1
G000388,0
G008651,0
G002938,1
G013233,0
G000189,0
G001124,0
G010285,0
G007248,1
G006730,1
G013417,0
G009641,0
G009226,0
G011910,0
G007845,0
G011135,0
G001595,0
G008201,0
G012270,0
G000501,0
G008145,0
G004550,1
G008701,0
G003858,1
G001047,0
G002232,0
G008206,0
G012766,0
G002634,1
G012957,0
G012539,0
G009972,1
G000591,0
G005497,1
G007333,1
G010559,0
G011492,0
G011059,0
G002076,1
G007302,1
G010313,0
G006724,1
G007802,0
G005235,1
G012263,0
G000778,0
G007008,1
G002348,1
G006795,1
G006308,1
G001195,0
G011666,0
G012926,0
G010392,0
G006072,1
G002305,1
G009361,0
G012663,0
G004818,1
G010338,0
G001114,0
G002983,1
G000657,0
G012600,0
G003255,1
G011724,0
G007387,1
G005791,1
G013041,0
G003131,1
G006437,1
G010687,0
G005839,1
G002814,1
G011206,0
G000566,0
G012178,0
G001804,0
G008695,0
G009748,1
G007932,0
G000841,0
G007785,0
G001643,0
G008056,0
G003546,1
G007766,0
G006631,1
G003859,1
G012488,0
G002667,1
G001973,0
G003548,1
G008319,0
G000047,0
G011385,0
G001150,0
G006559,1
G006303,1
G002944,1
G009849,0
G009469,0
G000766,0
G008725,0
G012743,0
G006919,1
G005413,1
G003873,0
G001567,0
G003275,1
G007221,1
G013008,0
G005475,1
G010126,0
G002621,1
G008730,0
G013378,0
G005965,1
G002614,1
G008954,0
G003027,1
G004309,1
G010644,0
G005946,1
G004421,1
G001012,0
G010731,0
G005280,1
G004238,1
G006608,1
G005184,1
G006821,1
G011573,0
G013152,0
G002686,1
G001451,0
G008941,0
G009287,0
G003690,1
G008855,0
G005445,1
G000912,0
G008001,0
G007448,0
G012136,0
G010279,0
G001346,0
G001445,0
G010346,0
G003500,1
G009465,1
G004601,1
G006857,1
G002423,1
G005203,1
G002733,1
G000081,0
G009984,1
G012055,0
G008737,0
G012967,0
G004449,1
G001573,0
G012649,0
G000880,0
G001579,0
G001510,0
G001897,0
G008630,0
G004113,1
G008674,0
G001846,0
G007336,1
G004823,1
G011399,0
G008154,0
G009595,0
G013234,0
G008930,0
G013448,0
G004915,1
G006115,1
G003615,1
G002109,0
G007101,1
G009444,0
G007772,0
G004864,1
G011106,0
G009149,0
G012586,0
G008217,0
G004830,1
G012249,0
G003220,1
G006934,1
G006291,1
G001194,0
G000046,0
G006955,1
G000977,0
G002964,1
G001585,0
G007392,1
G012199,0
G009245,0
G001976,0
G003913,1
G007203,1
G009741,1
G006171,1
G012063,0
G009495,0
G011142,0
G008288,1
G002841,1
G005776,1
G010398,0
G005264,1
G010534,0
G005961,1
G006516,1
G011873,0
G006045,1
G008818,0
G000038,0
G000577,0
G012486,0
G003989,1
G000714,0
G008719,0
G007291,1
G002336,1
G006862,1
G006505,1
G000882,0
G000568,0
G006700,1
G002246,1
G004166,1
G007411,1
G011567,0
G008257,0
G000240,0
G008381,0
G005045,1
G012958,0
G001598,0
G001770,0
G001902,0
G001181,0
G012867,0
G003007,1
G012807,0
G002782,1
G010481,0
G010457,0
G006109,1
G004490,1
G006200,1
G007886,0
G002830,1
G012121,0
G004718,1
G004801,1
G007597,0
G004220,1
G006519,1
G003423,1
G010009,1
G003414,1
G011007,0
G000907,0
G010224,0
G003694,1
G013263,0
G003119,1
G011926,0
G010420,0
G006576,1
G010656,0
G008133,0
G008865,0
G000296,0
G005704,1
G001786,0
G009845,1
G009868,1
G001285,0
G013611,0
G007304,1
G004510,1
G006146,1
G000550,0
G004464,1
G010571,0
G003575,1
G012981,0
G009528,0
G002649,1
G002587,1
G005345,1
G003161,1
G009474,0
G003183,1
G003481,1
G002378,1
G007357,1
G006342,1
G006756,1
G011274,0
G009543,1
G006459,1
G005182,1
G011554,0
G012949,0
G010600,0
G008002,0
G011445,0
G010044,1
G006370,1
G010607,0
G009746,1
G009337,0
G009258,0
G001614,0
G005124,1
G007773,0
G007966,0
G011005,0
G002016,0
G009865,1
G012739,0
G006799,1
G007904,0
G002982,1
G012201,0
G012481,0
G000244,0
G000107,0
G007014,1
G004760,1
G012633,0
G010450,0
G012674,0
G012227,0
G007276,1
G009261,1
G005351,1
G007691,0
G003874,0
G007188,1
G012361,0
G005260,1
G003746,1
G009639,1
G011619,0
G006878,1
G009306,0
G000030,0
G002802,1
G006282,1
G004963,1
G002923,1
G012251,0
G007361,1
G005640,1
G001246,0
G004054,1
G012374,0
G000109,0
G006380,1
G010300,0
G006851,1
G000863,0
G010377,0
G007820,0
G008275,0
G008378,0
G005466,1
G005655,1
G010013,1
G006844,1
G006633,1
G013550,0
G010582,0
G005108,1
G008314,0
G000974,0
G011547,0
G004300,1
G004833,1
G007829,0
G012132,0
G010780,0
G003089,1
G004964,1
G013074,0
G011754,0
G006111,1
G000011,0
G002648,1
G012997,0
G001427,0
G011543,0
G003266,1
G011226,0
G011572,0
G007933,0
G009194,0
G012034,0
G011204,0
G013229,0
G010095,0
G012634,0
G000324,0
G001345,0
G013128,0
G000910,0
G009669,0
G003400,1
G000497,0
G011461,0
G007552,0
G009809,1
G008621,1
G012203,0
G003471,1
G012541,0
G005906,1
G004366,1
G001196,0
G007918,0
G001424,0
G004982,1
G000257,0
G012042,0
G009852,0
G000289,0
G013400,0
G009620,0
G006456,1
G010491,0
G007750,0
G001233,0
G006334,1
G002676,1
G001113,0
G008202,0
G006367,1
G000268,0
G010244,0
G005933,1
G004839,1
G005153,1
G008210,0
G003049,1
G008241,0
G009302,0
G001380,0
G004722,1
G010994,0
G006744,1
G012761,0
G005999,1
G003791,1
G000621,0
G000653,0
G004784,1
G011323,0
G003474,1
G007696,0
G011958,0
G006245,1
G005720,1
G011214,0
G002517,1
G006741,1
G010956,0
G006871,1
G012675,0
G008125,0
G010293,0
G005099,1
G003604,1
G005924,1
G013577,0
G004966,1
G008547,0
G001507,0
G007763,0
G012387,0
G010422,0
G011805,0
G010316,0
G007976,0
G000731,0
G005710,1
G011781,0
G006202,1
G008098,0
G001746,0
G003854,1
G011840,0
G001618,0
G002710,1
G011629,0
G003389,1
G006487,1
G008197,0
G004706,1
G001784,0
G007703,0
G003127,1
G001157,0
G009367,0
G000033,0
G011484,0
G004437,1
G001337,0
G012888,0
G005887,1
G012240,0
G013382,0
G001611,0
G000940,0
G009160,0
G004024,1
G007811,0
G013323,0
G010521,0
G000746,0
G004084,1
G006307,1
G002878,1
G004516,1
G001742,0
G008835,0
G002652,1
G005435,1
G003003,1
G001822,0
G009624,1
G001331,0
G011624,0
G000958,0
G002111,1
G011532,0
G001661,0
G012574,0
G012059,0
G012722,0
G000656,0
G010307,0
G007632,0
G005023,1
G005273,1
G002200,1
G002961,1
G006001,1
G012427,0
G011362,0
G010960,0
G009350,1
G001406,0
G004861,1
G002626,1
G008704,1
G012172,0
G007106,1
G008770,0
G003149,1
G008527,0
G002874,1
G003917,1
G004792,1
G010866,0
G005994,1
G000796,0
G000077,0
G011104,0
G008558,0
G013271,0
G010833,0
G002261,1
G001776,0
G009910,1
G000094,0
G009728,0
G004008,1
G010192,0
G005181,1
G005964,1
G003182,1
G008689,0
G001077,0
G002339,1
G005287,1
G001886,0
G005385,1
G009697,0
G011371,0
G009535,0
G006106,1
G002760,1
G006879,1
G013544,0
G004031,1
G003353,1
G001438,0
G001234,0
G008372,0
G004282,1
G004609,1
G006146,1
G003103,1
G002466,1
G006873,1
G006212,1
G000450,0
G006114,1
G010842,0
G003622,1
G002318,1
G002186,1
G004478,1
G001891,0
G001156,0
G005525,0
G007278,1
G005815,1
G001729,0
G011143,0
G010242,0
G007029,1
G010356,0
G010723,0
G005407,1
G004393,1
G002504,1
G007022,1
G002464,1
G005207,1
G002847,1
G008066,0
G004605,1
G001613,0
G007365,1
G002192,1
G001730,0
G011169,0
G009948,1
G011533,0
G009707,1
G006182,1
G005703,1
G004048,1
G010558,0
G007665,0
G001489,0
G008584,0
G004241,1
G011763,0
G006683,1
G002756,1
G002493,1
G003140,1
G008871,0
G007591,0
G012750,0
G003273,1
G012171,0
G010312,0
G002890,1
G000789,0
G006423,1
G010920,0
G008983,0
G005528,0
G006835,1
G005174,1
G011639,0
G003378,1
G004528,1
G004668,1
G001781,0
G011470,0
G002960,1
G004696,1
G011270,0
G000350,0
G007516,0
G005328,1
G003350,1
G000043,0
G000802,0
G003530,1
G011432,0
G000982,0
G003459,1
G011804,0
G009435,0
G010260,0
G008905,0
G005283,1
G009724,1
G011460,0
G006385,1
G007301,1
